"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"Malaria","Confirmed cases","Notification rate","N/100000","2011-07","PT","Portugal",0.037833210,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-07","RO","Romania",0.004950720,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-07","SE","Sweden",0.106207050,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-07","SI","Slovenia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-07","SK","Slovakia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-07","UK","United Kingdom",0.309413140,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","AT","Austria",0.011940060,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","BE","Belgium",0.236349920,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","BG","Bulgaria",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","CY","Cyprus",0.119082910,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","CZ","Czechia",0.019071720,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","DE","Germany",0.090997400,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","DK","Denmark",0.161852220,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","EE","Estonia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","EL","Greece",0.089900630,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","ES","Spain",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","EU27_21","EU (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","EU27_UK_21","EU (with UK until 2019)",0.097172000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","EUEEA30_21","EU/EEA (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","EUEEAUK_21","EU/EEA (with UK until 2019)",0.096994000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","FI","Finland",0.037207390,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","FR","France",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","HU","Hungary",0.030042890,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","IE","Ireland",0.175020960,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","IT","Italy",0.003336190,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","LT","Lithuania",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","LU","Luxembourg",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","LV","Latvia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","MT","Malta",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","NL","Netherlands",0.132086120,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","NO","Norway",0.081295770,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","PL","Poland",0.005254480,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","PT","Portugal",0.018916600,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","RO","Romania",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","SE","Sweden",0.169931290,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","SI","Slovenia",0.048775990,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","SK","Slovakia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-08","UK","United Kingdom",0.301479470,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","AT","Austria",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","BE","Belgium",0.181807630,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","BG","Bulgaria",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","CY","Cyprus",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","CZ","Czechia",0.019071720,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","DE","Germany",0.108448960,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","DK","Denmark",0.125885060,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","EE","Estonia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","EL","Greece",0.296672090,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","ES","Spain",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","EU27_21","EU (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","EU27_UK_21","EU (with UK until 2019)",0.109376000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","EUEEA30_21","EU/EEA (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","EUEEAUK_21","EU/EEA (with UK until 2019)",0.108834000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","FI","Finland",0.093018470,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","FR","France",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","HU","Hungary",0.020028590,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","IE","Ireland",0.350041920,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","IT","Italy",0.010008590,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","LT","Lithuania",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","LU","Luxembourg",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","LV","Latvia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","MT","Malta",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","NL","Netherlands",0.114074380,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","NO","Norway",0.060971820,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","PL","Poland",0.005254480,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","PT","Portugal",0.009458300,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","RO","Romania",0.024753620,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","SE","Sweden",0.074344940,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","SI","Slovenia",0.048775990,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","SK","Slovakia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-09","UK","United Kingdom",0.349081490,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","AT","Austria",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","BE","Belgium",0.136355720,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","BG","Bulgaria",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","CY","Cyprus",0.119082910,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","CZ","Czechia",0.009535860,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","DE","Germany",0.069806230,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","DK","Denmark",0.071934320,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","EE","Estonia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","EL","Greece",0.242731710,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","ES","Spain",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","EU27_21","EU (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","EU27_UK_21","EU (with UK until 2019)",0.081744000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","EUEEA30_21","EU/EEA (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","EUEEAUK_21","EU/EEA (with UK until 2019)",0.080828000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","FI","Finland",0.055811080,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","FR","France",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","HU","Hungary",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","IE","Ireland",0.131265720,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","IT","Italy",0.010008590,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","LT","Lithuania",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","LU","Luxembourg",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","LV","Latvia",0.048201940,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","MT","Malta",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","NL","Netherlands",0.144093950,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","NO","Norway",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","PL","Poland",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","PT","Portugal",0.018916600,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","RO","Romania",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","SE","Sweden",0.063724230,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","SI","Slovenia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","SK","Slovakia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-10","UK","United Kingdom",0.238010110,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","AT","Austria",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","BE","Belgium",0.118174960,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","BG","Bulgaria",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","CY","Cyprus",0.119082910,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","CZ","Czechia",0.009535860,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","DE","Germany",0.053601210,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","DK","Denmark",0.107901480,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","EE","Estonia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","EL","Greece",0.044950310,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","ES","Spain",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","EU27_21","EU (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","EU27_UK_21","EU (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","EUEEA30_21","EU/EEA (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","EUEEAUK_21","EU/EEA (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","FI","Finland",0.018603690,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","FR","France",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","HU","Hungary",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","IE","Ireland",0.087510480,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","IT","Italy",0.005004290,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","LT","Lithuania",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","LU","Luxembourg",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","LV","Latvia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","MT","Malta",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","NL","Netherlands",0.126082210,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","NO","Norway",0.040647880,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","PL","Poland",0.005254480,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","PT","Portugal",0.037833210,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","RO","Romania",0.009901450,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","SE","Sweden",0.074344940,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","SI","Slovenia",0.048775990,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","SK","Slovakia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-11","UK","United Kingdom",0.179300950,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","AT","Austria",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","BE","Belgium",0.136355720,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","BG","Bulgaria",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","CY","Cyprus",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","CZ","Czechia",0.038143440,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","DE","Germany",0.036149650,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","DK","Denmark",0.071934320,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","EE","Estonia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","EL","Greece",0.017980120,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","ES","Spain",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","EU27_21","EU (without UK)",0.176158000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","EU27_UK_21","EU (with UK until 2019)",0.178686000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","EUEEA30_21","EU/EEA (without UK)",0.173853000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","EUEEAUK_21","EU/EEA (with UK until 2019)",0.176684000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","FI","Finland",0.037207390,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","FR","France",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","HU","Hungary",0.010014290,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","IE","Ireland",0.109388100,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","IT","Italy",0.859070740,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","LT","Lithuania",0.032759080,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","LU","Luxembourg",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","LV","Latvia",0.048201940,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","MT","Malta",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","NL","Netherlands",0.150097870,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","NO","Norway",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","PL","Poland",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","PT","Portugal",0.104041330,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","RO","Romania",0.004950720,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","SE","Sweden",0.127448470,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","SI","Slovenia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","SK","Slovakia",0.018544460,""
"Malaria","Confirmed cases","Notification rate","N/100000","2011-12","UK","United Kingdom",0.193581550,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","AT","Austria",0.023786520,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","BE","Belgium",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","BG","Bulgaria",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","CY","Cyprus",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","CZ","Czechia",0.038075490,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","DE","Germany",0.044816300,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","DK","Denmark",0.053758460,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","EE","Estonia",0.075459330,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","EL","Greece",0.036080220,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","ES","Spain",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","EU27_21","EU (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","EU27_UK_21","EU (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","EUEEA30_21","EU/EEA (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","EUEEAUK_21","EU/EEA (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","FI","Finland",0.092570870,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","FR","France",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","HR","Croatia",0.023386420,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","HU","Hungary",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","IE","Ireland",0.043579750,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","IT","Italy",0.053239990,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","LT","Lithuania",0.033292920,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","LU","Luxembourg",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","LV","Latvia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","MT","Malta",0.239494570,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","NL","Netherlands",0.083680260,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","NO","Norway",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","PL","Poland",0.002627160,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","PT","Portugal",0.037942030,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","RO","Romania",0.009952230,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","SE","Sweden",0.189816250,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","SI","Slovenia",0.097300110,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","SK","Slovakia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-01","UK","United Kingdom",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","AT","Austria",0.011893260,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","BE","Belgium",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","BG","Bulgaria",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","CY","Cyprus",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","CZ","Czechia",0.009518870,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","DE","Germany",0.029877530,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","DK","Denmark",0.107516930,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","EE","Estonia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","EL","Greece",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","ES","Spain",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","EU27_21","EU (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","EU27_UK_21","EU (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","EUEEA30_21","EU/EEA (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","EUEEAUK_21","EU/EEA (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","FI","Finland",0.037028340,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","FR","France",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","HR","Croatia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","HU","Hungary",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","IE","Ireland",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","IT","Italy",0.033274990,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","LT","Lithuania",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","LU","Luxembourg",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","LV","Latvia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","MT","Malta",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","NL","Netherlands",0.029885800,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","NO","Norway",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","PL","Poland",0.007881500,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","PT","Portugal",0.009485500,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","RO","Romania",0.004976110,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","SE","Sweden",0.094908120,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","SI","Slovenia",0.048650050,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","SK","Slovakia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-02","UK","United Kingdom",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","AT","Austria",0.011893260,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","BE","Belgium",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","BG","Bulgaria",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","CY","Cyprus",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","CZ","Czechia",0.009518870,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","DE","Germany",0.031122430,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","DK","Denmark",0.053758460,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","EE","Estonia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","EL","Greece",0.009020050,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","ES","Spain",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","EU27_21","EU (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","EU27_UK_21","EU (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","EUEEA30_21","EU/EEA (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","EUEEAUK_21","EU/EEA (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","FI","Finland",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","FR","France",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","HR","Croatia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","HU","Hungary",0.010068540,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","IE","Ireland",0.043579750,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","IT","Italy",0.073204990,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","LT","Lithuania",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","LU","Luxembourg",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","LV","Latvia",0.048904220,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","MT","Malta",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","NL","Netherlands",0.083680260,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","NO","Norway",0.020056680,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","PL","Poland",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","PT","Portugal",0.018971010,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","RO","Romania",0.004976110,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","SE","Sweden",0.010545340,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","SI","Slovenia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","SK","Slovakia",0.018503700,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-03","UK","United Kingdom",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","AT","Austria",0.035679790,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","BE","Belgium",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","BG","Bulgaria",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","CY","Cyprus",0.116007800,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","CZ","Czechia",0.009518870,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","DE","Germany",0.043571410,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","DK","Denmark",0.071677950,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","EE","Estonia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","EL","Greece",0.045100270,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","ES","Spain",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","EU27_21","EU (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","EU27_UK_21","EU (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","EUEEA30_21","EU/EEA (without UK)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","EUEEAUK_21","EU/EEA (with UK until 2019)",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","FI","Finland",0.074056690,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","FR","France",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","HR","Croatia",0.023386420,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","HU","Hungary",0.010068540,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","IE","Ireland",0.021789870,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","IT","Italy",0.039929990,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","LT","Lithuania",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","LU","Luxembourg",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","LV","Latvia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","MT","Malta",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","NL","Netherlands",0.089657420,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","NO","Norway",0.060170040,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","PL","Poland",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","PT","Portugal",0.094855070,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","RO","Romania",0.014928340,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","SE","Sweden",0.021090690,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","SI","Slovenia",0.000000000,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","SK","Slovakia",0.018503700,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-04","UK","United Kingdom",-,""
"Malaria","Confirmed cases","Notification rate","N/100000","2012-05","AT","Austria",0.011893260,""
